rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,Num Cands,Num Seats
Skipped,5,4,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,3,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,2,Skipped,31,,
24,15,2,10,30,6,26,16,27,29,17,19,21,8,9,13,14,3,18,28,12,11,4,20,1,5,7,23,31,22,25,,
3,6,4,Skipped,21,Skipped,Skipped,Skipped,19,13,20,Skipped,Skipped,14,11,8,1,2,9,Skipped,Skipped,7,18,5,16,15,12,Skipped,10,Skipped,17,,
Skipped,Skipped,Skipped,Skipped,Skipped,3,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,5,7,1,Skipped,9,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,,
Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,5,31,6,31,31,Skipped,Skipped,Skipped,Skipped,3,Skipped,28,30,Skipped,Skipped,Skipped,Skipped,29,Skipped,4,Skipped,2,Skipped,31,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
5,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,10,6,Skipped,4,Skipped,3,Skipped,Skipped,Skipped,Skipped,2,7,Skipped,9,Skipped,Skipped,Skipped,11,,
Skipped,Skipped,2,Skipped,Skipped,7,Skipped,13,13,8,13,6,5,Skipped,5,Skipped,Skipped,13,Skipped,Skipped,Skipped,Skipped,9,5,Skipped,Skipped,5,Skipped,5,13,Skipped,,
9,8,1,24,30,13,25,20,10,17,31,28,27,3,4,12,16,15,14,18,23,22,7,19,11,5,26,29,2,21,6,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,3,1,Skipped,Skipped,Skipped,Skipped,4,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,3,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
6,Skipped,3,Skipped,31,Skipped,Skipped,Skipped,29,27,8,Skipped,Skipped,9,11,5,4,28,Skipped,Skipped,Skipped,Skipped,30,2,Skipped,7,Skipped,Skipped,1,28,31,,
2,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,31,Skipped,Skipped,25,9,Skipped,5,1,Skipped,Skipped,Skipped,Skipped,8,7,Skipped,15,9,Skipped,3,Skipped,Skipped,,
5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,8,Skipped,Skipped,6,1,2,3,9,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
17,13,4,16,11,20,30,5,25,22,29,24,18,12,8,10,9,2,15,28,9,3,31,21,14,6,23,19,1,31,7,,
10,21,1,Skipped,Skipped,5,18,12,19,6,17,Skipped,Skipped,3,22,13,2,11,14,Skipped,Skipped,8,9,7,16,15,4,Skipped,Skipped,Skipped,20,,
23,Skipped,Skipped,23,23,23,23,Skipped,23,23,Skipped,23,23,23,4,1,23,3,Skipped,23,23,23,2,Skipped,24,23,Skipped,23,23,23,23,,
17,Skipped,1,Skipped,Skipped,Skipped,Skipped,19,16,Skipped,Skipped,Skipped,Skipped,16,10,Skipped,10,18,3,Skipped,Skipped,9,13,12,9,9,11,10,2,17,Skipped,,
14,12,1,Skipped,Skipped,11,9,2,13,5,21,Skipped,Skipped,7,4,25,3,6,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,24,Skipped,30,,
19,17,15,30,4,27,22,18,20,7,26,16,13,24,8,5,6,28,14,31,29,21,3,9,25,2,10,12,1,23,11,,
24,7,24,24,25,24,Skipped,24,12,24,24,24,24,24,Skipped,6,2,4,24,11,11,3,Skipped,24,Skipped,5,7,24,1,Skipped,11,,
?,9,3,7,?,?,11,?,?,1,15,?,?,13,?,5,4,?,?,?,?,?,12,2,8,?,?,?,6,10,31,,
