rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,Num Cands,Num Seats
22,17,60,25,29,10,68,73,53,8,40,38,71,61,42,79,37,54,74,66,51,39,13,49,43,76,28,3,14,41,15,31,18,80,47,80,65,59,12,77,50,67,44,69,19,20,46,33,34,27,56,45,55,30,58,26,7,6,64,36,57,52,48,80,74,1,11,16,4,70,24,23,78,9,5,63,62,21,2,72,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,7,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,6,2,80,80,10,1,80,80,8,12,80,80,80,80,3,80,9,80,80,80,80,11,80,80,80,80,4,80,,
25,80,80,30,28,5,80,80,80,80,18,80,80,80,21,80,80,80,80,80,80,80,22,80,80,80,80,13,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,15,16,80,80,80,80,80,80,80,80,80,20,18,80,80,80,80,80,80,80,4,80,80,1,80,23,80,80,80,2,80,80,3,80,80,,
80,11,15,20,20,80,80,80,80,80,21,80,12,80,21,80,80,80,1,80,80,13,15,19,5,80,80,10,80,80,80,18,12,80,8,80,80,80,10,15,80,80,80,80,80,80,80,4,80,15,80,80,80,80,6,80,4,15,80,80,15,9,80,80,80,80,1,10,17,20,16,12,80,12,80,80,80,16,1,80,,
80,80,80,80,5,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80,2,80,80,80,80,80,80,80,80,80,80,6,80,80,80,3,80,80,80,8,80,80,80,80,80,80,80,7,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
16,23,55,26,28,25,56,79,51,13,45,54,41,79,49,58,79,79,35,79,57,40,48,53,44,79,18,9,12,79,39,33,11,79,79,79,61,79,38,79,42,79,37,47,27,21,32,24,30,22,79,50,29,14,31,79,8,3,79,20,36,19,43,52,79,1,17,15,2,59,46,10,79,7,4,79,34,6,5,60,,
44,31,41,40,47,18,43,76,67,50,1,23,61,66,64,26,68,75,22,20,60,9,63,53,77,14,37,34,63,62,51,12,36,45,15,74,69,24,27,29,28,38,33,35,55,13,49,72,78,5,59,56,10,11,16,42,73,48,71,30,59,2,25,7,21,80,19,39,54,6,17,52,70,4,8,59,3,79,32,46,,
19,80,10,36,Skipped,Skipped,Skipped,Skipped,34,16,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,80,Skipped,Skipped,Skipped,Skipped,20,Skipped,Skipped,Skipped,21,30,8,Skipped,11,27,Skipped,Skipped,Skipped,Skipped,Skipped,80,25,80,Skipped,26,Skipped,Skipped,31,Skipped,12,Skipped,Skipped,28,Skipped,Skipped,14,7,9,13,Skipped,33,1,Skipped,4,Skipped,18,Skipped,3,2,29,5,23,Skipped,22,32,15,Skipped,Skipped,24,35,17,Skipped,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80,1,80,80,3,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,3,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,5,80,80,1,80,80,2,80,80,80,80,80,80,80,80,,
37,38,69,50,36,17,39,62,79,34,29,67,18,78,45,68,63,61,56,51,6,12,49,73,44,60,16,54,30,80,31,20,43,70,28,77,57,72,33,57,22,11,15,53,41,27,5,32,14,2,76,71,13,8,46,65,21,1,55,75,10,24,48,26,52,4,23,40,9,42,25,59,74,7,3,64,47,35,19,66,,
Skipped,18,Skipped,Skipped,Skipped,17,Skipped,Skipped,Skipped,4,25,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,20,Skipped,24,Skipped,Skipped,Skipped,Skipped,Skipped,16,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,11,23,1,12,22,Skipped,Skipped,19,13,14,Skipped,7,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,15,Skipped,6,Skipped,Skipped,21,Skipped,Skipped,9,Skipped,Skipped,10,Skipped,Skipped,,
80,80,80,80,80,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80,80,80,2,80,80,79,80,80,80,4,80,80,80,80,2,80,80,80,80,80,80,80,80,80,78,80,80,80,80,80,2,80,1,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,9,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,12,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,14,80,80,80,80,10,80,80,11,80,80,13,80,80,80,2,1,80,80,4,80,80,80,80,5,9,3,80,80,80,80,80,80,6,80,80,7,8,80,,
80,15,80,80,80,14,80,80,80,80,8,80,80,80,80,80,80,80,80,80,80,16,80,80,11,80,80,80,80,80,80,80,80,80,18,80,80,80,4,80,80,80,80,80,80,80,5,2,80,3,80,80,17,12,80,80,9,6,80,80,80,80,80,80,80,80,13,20,1,19,80,80,80,10,80,80,80,7,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,31,80,80,80,80,80,6,80,80,80,80,3,80,80,80,80,80,80,80,80,80,9,18,80,80,80,80,80,9,1,29,80,80,80,80,80,9,80,2,4,80,80,80,11,80,80,80,80,15,80,80,34,80,5,80,2,80,80,80,4,80,6,,
43,29,80,40,41,31,80,80,54,14,35,80,80,80,60,80,80,80,80,80,39,28,80,80,80,80,12,15,44,80,50,58,38,77,80,80,80,57,32,67,80,80,49,80,80,55,23,36,8,26,80,80,61,34,37,80,18,10,80,56,80,46,80,80,80,5,24,2,1,80,80,42,80,25,3,80,62,19,22,80,,
14,16,Skipped,13,15,18,Skipped,Skipped,15,40,Skipped,34,Skipped,Skipped,Skipped,20,Skipped,38,Skipped,Skipped,18,Skipped,31,36,Skipped,Skipped,21,26,23,Skipped,24,27,35,Skipped,Skipped,Skipped,Skipped,Skipped,25,33,32,Skipped,22,30,36,12,3,11,7,Skipped,Skipped,Skipped,10,28,Skipped,Skipped,4,2,Skipped,29,Skipped,19,Skipped,Skipped,27,5,23,8,1,Skipped,23,25,Skipped,7,17,Skipped,Skipped,9,6,Skipped,,
80,80,80,80,80,80,80,80,80,80,15,5,80,80,80,80,80,80,80,80,80,3,6,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,12,1,80,80,80,80,80,80,80,80,80,3,80,80,80,80,80,80,80,80,20,80,80,7,80,80,80,80,80,12,80,80,21,6,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,5,Skipped,Skipped,Skipped,7,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,,
22,9,80,80,80,23,80,80,80,80,80,80,80,80,80,80,80,80,12,80,24,80,80,80,4,80,6,80,17,80,80,18,11,80,80,80,29,80,80,10,80,80,16,80,80,19,7,80,80,80,80,80,13,27,80,80,25,28,80,80,80,15,80,80,80,20,30,2,1,80,80,80,80,26,5,80,21,3,32,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,10,80,4,80,80,80,12,80,80,80,80,80,80,80,80,80,80,1,80,80,80,3,80,80,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,,
80,61,14,80,61,80,21,80,26,61,61,80,62,80,80,80,80,62,80,44,8,3,10,61,80,80,25,29,4,61,3,61,80,80,80,80,80,44,61,80,43,61,3,62,80,4,1,11,7,9,80,4,13,17,27,80,61,1,3,80,4,28,61,80,15,3,25,80,61,62,12,61,80,2,80,80,42,2,3,80,,
80,80,80,18,9,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,20,80,80,5,80,80,80,80,80,80,80,80,80,80,11,80,80,13,15,1,80,80,80,80,80,7,6,80,80,4,80,80,80,80,80,80,80,2,10,80,3,80,80,80,80,80,8,80,80,8,4,80,,
55,27,47,41,23,13,40,52,63,42,57,Skipped,46,Skipped,50,67,Skipped,56,60,33,18,15,51,64,59,Skipped,21,12,38,Skipped,24,37,19,65,45,Skipped,80,Skipped,34,35,22,20,14,68,48,44,9,31,30,7,66,Skipped,11,10,61,58,17,2,62,53,25,26,Skipped,43,32,16,8,6,3,28,36,29,80,4,1,Skipped,39,49,5,54,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,11,7,80,80,80,4,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,80,7,80,80,1,80,80,80,10,80,80,80,1,80,80,2,2,80,5,80,80,8,80,80,2,5,80,,
18,24,1,12,80,11,80,80,80,9,80,80,80,80,80,80,80,80,80,80,80,80,17,80,80,80,10,3,80,23,80,7,14,80,80,80,80,80,80,80,80,80,80,12,80,21,80,22,80,80,80,80,80,80,8,80,15,19,80,80,80,80,80,80,80,80,4,6,3,80,80,16,80,80,2,80,80,20,6,80,,
80,80,3,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,,
80,80,80,80,80,20,80,80,80,10,1,20,80,80,80,20,13,80,20,20,80,80,80,80,80,80,6,80,80,80,9,80,80,80,9,80,80,20,20,80,80,80,80,80,80,9,10,8,15,15,80,15,80,8,10,80,7,1,80,20,80,20,20,20,20,2,2,80,4,3,5,80,80,80,80,80,80,11,80,80,,
80,80,80,80,28,35,80,80,80,80,19,80,80,80,7,80,80,80,80,80,10,35,80,80,80,80,29,31,80,80,80,80,80,80,80,80,80,80,53,80,80,80,40,80,14,6,14,8,80,18,80,80,28,30,23,80,16,9,80,80,80,59,80,80,80,5,80,80,23,80,24,80,80,20,1,80,80,12,36,80,,
80,80,80,80,55,80,80,80,80,80,80,80,26,80,80,80,80,80,19,80,25,14,80,80,80,80,80,7,80,80,39,80,80,80,80,80,80,80,80,80,6,13,80,80,80,21,5,23,16,10,80,80,39,15,80,80,22,4,80,80,8,77,80,80,80,9,20,35,3,17,75,80,80,1,2,80,80,11,12,40,,
1,80,24,25,80,80,80,80,80,11,80,80,80,80,80,80,80,80,80,80,8,80,80,80,80,80,80,6,22,80,80,7,80,80,80,80,80,23,80,80,80,80,80,80,2,12,80,80,80,80,80,80,19,17,80,80,14,18,80,16,80,15,80,80,80,4,5,21,3,80,80,20,80,80,80,80,80,9,10,80,,
50,49,23,66,34,60,47,54,77,36,24,44,7,73,78,76,65,30,12,79,18,25,51,16,64,52,28,33,13,69,45,1,62,67,42,68,72,74,40,22,58,63,19,8,57,32,53,27,15,43,80,56,26,11,2,61,59,6,39,70,48,4,55,14,75,9,20,46,29,3,31,37,21,10,38,35,41,17,5,71,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,,
2,80,80,80,6,80,80,80,80,80,80,80,80,80,80,4,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,3,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,11,80,80,80,80,80,3,80,80,80,80,80,12,80,80,6,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,10,80,80,80,80,80,80,80,80,13,14,80,80,80,80,80,80,80,9,5,80,7,80,80,80,80,80,15,80,80,8,1,80,,
80,3,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,4,80,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,7,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,6,80,80,,
80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,18,80,80,80,80,80,9,80,80,17,80,80,80,80,80,80,80,80,80,80,80,17,80,80,1,14,12,80,16,80,80,80,10,80,80,11,2,80,80,80,19,80,80,80,1,13,80,4,80,80,80,80,15,3,80,80,7,8,80,,
17,Skipped,Skipped,59,53,47,52,63,80,64,19,39,3,50,66,38,59,80,6,Skipped,10,41,55,23,Skipped,55,48,43,55,Skipped,24,26,56,63,37,Skipped,2,40,31,44,14,46,15,22,65,30,18,33,63,13,Skipped,60,8,7,35,59,80,9,80,Skipped,27,11,42,5,Skipped,28,45,32,25,4,57,49,12,16,21,51,1,29,20,34,,
12,80,4,80,80,16,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,13,80,80,80,7,20,9,80,14,80,80,80,80,80,80,80,80,80,80,80,17,80,18,80,19,80,80,80,11,80,80,80,80,80,80,80,80,80,80,80,80,80,1,15,5,3,80,80,8,80,10,2,80,80,80,6,80,,
20,51,25,54,58,44,61,55,32,19,39,41,29,40,42,59,70,35,28,26,33,63,52,36,12,65,21,27,23,37,53,3,31,76,39,78,66,68,34,24,47,29,21,18,62,10,45,11,46,29,69,38,45,43,16,50,14,1,71,30,9,13,45,64,49,2,17,15,5,48,56,7,57,67,6,80,24,4,8,60,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,,
80,13,80,80,80,10,80,80,80,80,80,14,72,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,80,12,80,80,80,11,80,6,80,80,80,80,80,7,80,7,2,80,80,8,3,80,80,80,80,80,80,7,9,80,80,80,8,4,80,80,9,80,80,80,1,80,80,80,80,80,80,,
80,80,80,18,8,7,80,80,80,80,80,80,80,80,80,80,80,80,80,80,6,16,80,80,80,80,80,80,17,80,80,80,80,80,80,80,80,80,3,80,80,15,80,80,80,13,19,11,80,20,80,80,80,12,80,80,9,5,80,80,80,80,80,80,80,4,80,10,2,80,80,80,80,80,1,80,80,80,14,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,1,80,80,80,6,80,80,80,80,80,80,80,80,80,80,80,4,80,80,3,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
52,28,57,38,31,9,30,33,60,22,43,34,50,80,58,45,62,40,78,69,23,27,56,54,53,63,11,20,35,76,21,5,36,75,29,74,72,73,25,49,71,77,20,26,47,37,18,48,59,7,46,68,32,19,44,55,16,3,51,61,14,41,70,66,17,1,10,12,4,65,39,24,79,13,2,64,67,8,6,42,,
10,7,80,80,80,9,80,80,48,8,80,80,46,80,15,80,80,80,80,80,4,16,80,80,80,80,29,80,80,80,12,21,80,80,36,80,80,80,14,80,80,80,80,80,28,47,52,13,35,51,80,32,80,5,80,80,25,27,80,80,18,37,80,80,80,2,11,19,24,80,20,17,80,26,1,80,80,3,6,80,,
80,80,80,80,80,80,80,80,80,80,80,80,16,80,80,80,80,80,80,11,80,80,80,80,80,80,80,12,9,80,80,2,80,80,80,80,80,80,80,80,4,80,5,6,80,80,16,80,80,19,80,14,13,20,80,80,80,1,80,80,8,80,80,80,80,21,80,80,80,10,80,80,15,17,18,80,80,80,3,80,,
80,79,80,80,80,20,80,80,80,80,80,80,78,80,80,80,80,80,80,80,80,80,80,80,80,80,8,12,80,80,80,18,80,80,80,80,80,80,11,80,21,80,80,80,80,13,19,1,80,11,80,80,80,14,3,80,80,4,80,23,80,2,80,80,80,2,15,80,4,80,17,80,80,80,6,80,80,5,22,80,,
78,78,78,13,18,20,78,78,78,19,78,22,15,Skipped,78,79,78,78,7,Skipped,16,78,78,78,78,78,25,8,78,78,78,78,12,Skipped,Skipped,Skipped,78,78,23,78,78,Skipped,Skipped,78,78,78,10,2,78,78,78,78,11,1,21,78,5,78,78,24,78,78,Skipped,78,Skipped,12,17,78,4,78,14,78,Skipped,3,78,78,78,9,6,78,,
26,39,34,35,18,80,80,80,32,24,80,80,80,16,80,15,80,36,80,80,31,80,13,80,40,80,80,1,12,30,80,80,19,80,80,80,80,80,80,80,38,80,80,80,6,25,29,80,22,37,80,80,9,7,80,28,8,80,80,14,21,20,80,80,80,2,5,3,4,80,80,10,80,11,17,80,80,23,27,80,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,71,Skipped,Skipped,75,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,15,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,55,Skipped,Skipped,70,Skipped,45,11,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,13,Skipped,25,2,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,4,Skipped,Skipped,5,50,Skipped,Skipped,Skipped,14,Skipped,Skipped,Skipped,12,6,Skipped,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
27,9,20,29,31,11,80,77,80,14,79,80,31,80,31,80,80,80,30,80,79,11,5,80,31,78,8,24,31,80,31,4,22,80,80,80,80,80,29,7,25,79,31,80,80,13,10,6,15,31,80,31,31,12,18,80,28,2,31,31,31,31,29,31,80,1,19,16,3,14,23,31,80,26,5,80,31,21,22,80,,
14,28,41,1,16,34,61,44,68,21,63,35,73,69,18,5,56,70,36,46,33,15,11,72,19,49,30,27,42,75,62,48,6,58,54,76,77,53,37,80,38,43,39,55,67,80,13,20,23,32,51,59,20,4,65,66,7,22,64,17,29,51,25,71,45,8,26,40,3,57,31,47,74,9,10,50,60,2,24,52,,
80,80,80,80,80,13,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,14,80,80,80,80,80,80,80,80,80,80,80,80,80,10,16,11,80,15,80,80,80,80,6,80,5,3,80,80,80,80,80,80,80,1,4,80,7,80,80,80,80,8,2,80,80,12,9,80,,
7,80,80,10,18,80,80,80,80,8,80,80,80,80,16,80,80,80,80,80,16,14,80,80,80,80,80,11,80,80,80,17,19,80,80,80,6,80,15,80,80,80,80,5,27,80,25,80,80,26,80,80,13,4,21,16,19,16,80,23,80,2,80,80,80,7,3,19,10,80,24,20,80,22,1,80,80,12,4,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,4,80,80,80,80,80,1,80,80,80,80,80,,
80,80,8,80,80,80,80,80,80,11,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,6,7,80,80,80,80,80,80,80,10,80,80,1,2,80,80,80,9,80,80,80,80,80,5,80,80,80,80,80,4,80,80,80,3,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,13,80,80,80,80,80,80,80,80,80,7,9,80,80,80,80,80,80,80,80,80,17,80,80,80,80,80,80,80,80,80,2,6,5,80,80,80,8,80,80,3,80,80,10,80,80,80,80,1,80,80,4,80,80,80,80,18,80,80,12,80,80,80,80,11,14,80,80,80,80,80,,
3,2,80,2,4,2,80,80,80,3,3,3,80,80,3,80,80,80,80,80,2,2,80,80,80,80,2,3,3,80,2,80,2,80,80,80,3,80,4,80,80,80,80,80,34,2,2,3,2,3,80,80,3,3,80,80,3,3,80,3,80,80,3,80,80,4,4,2,1,80,3,2,80,2,1,80,80,2,3,80,,
43,11,23,24,66,31,19,50,39,29,74,42,76,35,32,51,40,59,67,63,71,46,37,62,64,58,8,14,9,20,13,57,25,75,48,78,73,68,26,72,65,54,61,56,47,36,44,15,17,30,60,18,27,21,53,10,12,5,79,28,49,45,41,69,34,2,22,16,1,55,33,7,80,38,6,77,70,3,4,49,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,1,80,80,80,80,80,,
25,14,24,37,35,7,Skipped,Skipped,9,30,30,30,Skipped,30,Skipped,Skipped,10,40,Skipped,Skipped,Skipped,35,2,19,30,Skipped,11,16,4,28,Skipped,5,21,Skipped,35,Skipped,Skipped,Skipped,13,35,Skipped,Skipped,Skipped,18,29,23,40,17,35,30,20,26,Skipped,35,30,27,35,30,30,30,Skipped,30,35,Skipped,Skipped,1,35,22,3,Skipped,30,12,Skipped,Skipped,6,Skipped,35,8,15,Skipped,,
80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,6,80,80,80,80,80,80,80,4,80,80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,9,80,80,5,2,80,80,80,80,7,80,80,80,80,80,,
8,25,37,46,20,36,63,77,70,38,62,31,55,74,44,66,53,74,42,49,4,15,41,48,76,69,34,18,39,61,21,22,32,75,72,78,67,79,23,54,23,57,11,33,68,50,2,40,26,4,65,62,28,17,47,43,27,7,68,52,37,45,64,35,51,3,19,10,12,56,46,9,78,12,1,71,24,13,6,59,,
80,80,80,80,10,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,7,80,80,80,80,80,80,14,80,80,80,80,7,80,80,80,12,80,80,80,80,80,13,2,80,15,80,80,4,1,80,80,3,16,80,80,8,80,80,80,80,80,11,6,9,80,80,80,80,2,80,80,80,80,5,80,,
80,80,80,80,80,80,80,80,80,80,80,80,13,80,80,80,80,80,4,80,80,80,80,80,3,80,80,80,80,80,80,8,6,80,80,80,80,80,80,5,80,80,80,80,80,80,9,7,80,80,80,80,80,2,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,7,80,80,80,80,80,80,4,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,5,74,80,80,79,80,80,80,1,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,14,80,80,80,80,73,80,80,80,80,80,80,80,80,6,80,73,80,80,80,80,3,80,80,80,80,80,78,80,80,80,7,80,80,72,4,80,80,80,80,75,72,80,80,78,80,80,2,80,80,80,80,80,80,,
39,20,36,41,35,24,80,80,43,50,3,19,80,80,48,80,80,80,47,80,80,38,40,52,80,80,22,10,13,80,28,53,5,80,4,80,80,80,6,80,54,51,80,80,21,18,26,49,14,12,31,44,29,34,80,80,27,8,45,42,80,11,80,55,80,33,7,17,2,23,37,16,46,30,1,32,25,9,15,80,,
