rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,Num Cands,Num Seats
4,5,10,9,16,8,2,32,28,14,19,24,34,33,25,20,19,13,8,18,23,15,11,17,12,26,30,3,21,34,6,7,15,1,35,,
3,35,6,5,35,4,2,35,35,35,35,35,35,35,35,35,35,35,5,3,35,7,3,35,35,35,35,3,35,35,2,7,35,1,35,,
4,16,7,5,Skipped,2,3,Skipped,10,12,Skipped,Skipped,14,15,Skipped,Skipped,7,Skipped,8,Skipped,9,13,Skipped,Skipped,6,Skipped,20,5,11,18,3,8,6,1,Skipped,,
5,29,11,18,15,21,3,16,28,14,17,20,25,22,34,30,35,10,19,12,1,13,26,8,31,24,23,2,32,33,7,4,9,6,27,,
5,6,10,35,12,4,3,35,35,7,35,35,35,35,35,35,10,35,3,35,14,35,35,35,11,35,35,1,35,35,8,9,13,2,35,,
5,19,11,7,15,13,2,35,35,10,12,35,35,35,35,35,20,22,6,35,21,14,35,18,9,23,35,3,16,35,4,8,17,1,35,,
2,35,10,6,35,7,4,35,35,35,35,35,35,35,35,35,35,14,8,35,35,12,35,15,11,35,35,3,35,35,5,9,13,1,35,,
6,26,8,9,15,7,2,26,29,10,35,33,26,28,26,14,28,17,1,32,19,13,34,18,11,31,28,4,26,26,5,12,16,3,30,,
9,25,8,5,17,2,7,22,23,10,26,34,28,30,18,19,21,15,6,33,27,16,31,12,13,32,29,1,14,24,4,20,11,3,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
3,22,7,6,15,11,2,32,33,20,17,25,26,34,27,30,23,16,5,19,12,14,18,13,10,21,35,8,28,24,4,9,29,1,31,,
2,35,8,5,35,7,3,35,35,35,35,35,35,35,35,35,35,9,35,35,35,35,35,35,35,35,35,4,35,35,35,6,35,1,35,,
5,29,11,10,19,1,6,31,32,15,9,27,34,24,26,18,17,20,14,13,33,16,23,21,12,35,22,4,25,30,7,8,2,3,28,,
9,19,17,6,23,18,9,25,31,14,15,12,21,20,18,28,19,16,15,28,24,12,27,24,21,25,11,9,21,29,5,6,35,2,26,,
1,25,9,16,10,6,4,26,35,18,13,35,35,35,28,21,20,24,8,14,15,17,35,12,11,35,23,3,19,35,5,7,22,2,27,,
7,27,9,14,8,3,4,24,31,23,28,20,29,35,26,16,19,17,6,18,22,10,30,15,11,32,34,2,21,33,5,12,13,1,25,,
35,35,35,35,35,2,35,35,35,35,35,35,35,35,35,20,35,35,35,3,35,35,35,1,35,35,35,35,35,35,4,35,35,35,35,,
2,29,10,14,12,19,4,21,26,15,6,23,24,30,18,20,28,11,13,9,20,16,17,20,7,22,27,3,8,25,5,5,20,1,20,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
4,6,10,11,14,9,2,31,29,13,17,25,35,34,27,22,21,15,8,20,24,16,26,19,12,28,30,3,23,32,5,7,18,1,33,,
6,21,14,7,18,5,2,30,35,16,12,29,24,35,15,25,26,17,8,10,28,23,22,19,11,27,30,3,20,31,4,9,13,1,35,,
4,29,6,35,27,18,3,34,10,11,29,30,26,14,34,25,26,15,2,21,13,16,33,19,9,35,12,8,30,20,5,7,17,1,35,,
9,6,35,5,35,8,4,35,35,7,10,35,35,35,35,35,35,35,3,35,35,35,35,35,35,35,35,1,35,35,35,35,35,2,35,,
2,26,9,8,11,7,3,32,31,18,13,31,20,34,22,16,25,17,6,12,23,15,31,21,10,31,34,5,19,31,4,14,24,1,35,,
3,35,7,12,10,11,4,35,35,35,12,35,35,35,35,35,35,12,6,8,35,35,35,35,9,35,35,2,35,35,5,6,35,1,35,,
3,35,35,10,16,6,1,35,35,12,4,5,35,35,35,13,35,19,21,35,35,18,35,15,11,7,35,9,17,35,8,14,20,2,35,,
2,35,5,7,35,6,2,35,35,8,35,34,10,35,12,10,12,35,4,35,35,12,35,35,9,35,35,2,35,35,3,5,9,1,35,,
14,9,10,7,18,4,1,31,28,8,27,22,30,34,21,19,25,17,6,23,20,12,24,15,16,13,33,3,26,29,4,11,5,2,35,,
4,15,7,10,13,4,3,14,35,15,12,15,15,15,12,13,14,13,6,10,15,14,10,35,14,15,18,3,14,35,4,7,14,1,35,,
4,8,5,6,35,3,4,35,35,6,5,Skipped,35,35,7,7,35,7,6,Skipped,35,35,Skipped,6,8,Skipped,35,2,8,35,4,6,7,1,35,,
35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,4,35,35,35,35,35,2,35,35,35,35,35,35,3,35,35,35,,
35,2,32,15,24,9,30,21,29,7,11,27,31,6,23,3,33,5,8,14,28,16,13,1,34,18,10,25,20,26,4,17,22,19,12,,
35,35,1,8,35,35,7,35,35,9,35,4,35,35,35,35,35,35,5,35,35,10,35,35,35,35,35,2,35,35,35,6,35,3,35,,
35,35,35,35,33,35,4,34,34,34,35,34,34,34,33,35,33,34,35,35,34,34,35,35,2,35,34,35,33,34,5,3,1,35,35,,
35,35,3,35,35,35,35,35,6,35,5,35,35,35,35,35,35,9,35,35,35,35,35,35,35,35,35,2,35,35,35,35,35,1,35,,
35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
