Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
MUN Ballot Style 2,6298,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6299,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6300,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6302,Portland 5-1,"Haefele, Joshua W.","Goglin, Barbara E.","Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,1,5
MUN Ballot Style 2,6303,Portland 5-1,"Haefele, Joshua W.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6304,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6305,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6306,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6308,Portland 5-1,"Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.","Brydon, Sarah M.",1,5
MUN Ballot Style 2,6309,Portland 5-1,"Brydon, Sarah M.","Viola, Lou A.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,6310,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6311,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6312,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6313,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6314,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6315,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6316,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6317,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6318,Portland 5-1,"Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,6319,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6321,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6322,Portland 5-1,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6323,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6324,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6325,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6326,Portland 5-1,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,6328,Portland 5-1,"Haefele, Joshua W.","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,6329,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6330,Portland 5-1,"Brydon, Sarah M.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6331,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6332,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6333,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6334,Portland 5-1,"Viola, Lou A.","Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,6335,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6337,Portland 5-1,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6338,Portland 5-1,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6339,Portland 5-1,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6340,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6341,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6342,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6343,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6344,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Viola, Lou A.","Goglin, Barbara E.",skipped,1,5
MUN Ballot Style 2,6345,Portland 5-1,"Goglin, Barbara E.","Haefele, Joshua W.","Brydon, Sarah M.","Viola, Lou A.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,6346,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6347,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.",skipped,1,5
MUN Ballot Style 2,6348,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6350,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6352,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6353,Portland 5-1,"Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6354,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6355,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6356,Portland 5-1,"Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.","Brydon, Sarah M.",1,5
MUN Ballot Style 2,6357,Portland 5-1,"Viola, Lou A.","Haefele, Joshua W.","Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",1,5
MUN Ballot Style 2,6358,Portland 5-1,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6359,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6360,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6361,Portland 5-1,"Viola, Lou A.","Haefele, Joshua W.","Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,1,5
MUN Ballot Style 2,6362,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6363,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6364,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6365,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6366,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6367,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6368,Portland 5-1,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6369,Portland 5-1,"Viola, Lou A.","Haefele, Joshua W.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.",1,5
MUN Ballot Style 2,6370,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6371,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6372,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6373,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,6374,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.","Capone-Newton, Elizabeth","Haefele, Joshua W.",1,5
MUN Ballot Style 2,6375,Portland 5-1,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6376,Portland 5-1,"Goglin, Barbara E.","Brydon, Sarah M.","Viola, Lou A.","Haefele, Joshua W.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,6377,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,6378,Portland 5-1,"Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,6379,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6380,Portland 5-1,"Brydon, Sarah M.","Haefele, Joshua W.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.",1,5
MUN Ballot Style 2,6381,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6382,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6383,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6384,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6385,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6386,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6387,Portland 5-1,"Viola, Lou A.","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,6388,Portland 5-1,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6389,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6390,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,6391,Portland 5-1,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6392,Portland 5-1,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6393,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6394,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6395,Portland 5-1,"Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.","Capone-Newton, Elizabeth",skipped,1,5
MUN Ballot Style 2,6396,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6397,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6398,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6399,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.",skipped,1,5
MUN Ballot Style 2,6400,Portland 5-1,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6401,Portland 5-1,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6402,Portland 5-1,"Goglin, Barbara E.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6403,Portland 5-1,"Viola, Lou A.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Brydon, Sarah M.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,6404,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6405,Portland 5-1,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.",skipped,skipped,1,5
MUN Ballot Style 2,6406,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6407,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6408,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6409,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6410,Portland 5-1,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6411,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,6412,Portland 5-1,"Haefele, Joshua W.","Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,6413,Portland 5-1,"Viola, Lou A.","Brydon, Sarah M.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,6414,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6415,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6416,Portland 5-1,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6417,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6418,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,6419,Portland 5-1,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6420,Portland 5-1,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6421,Portland 5-1,"Brydon, Sarah M.","Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,6422,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6423,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6424,Portland 5-1,"Brydon, Sarah M.","Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,1,5
MUN Ballot Style 2,6425,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6426,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6427,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6428,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6430,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6431,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,6432,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6433,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6434,Portland 5-1,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6435,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6436,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6437,Portland 5-1,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6438,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6440,Portland 5-1,"Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,1,5
MUN Ballot Style 2,6441,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6442,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6443,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6444,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6445,Portland 5-1,"Viola, Lou A.","Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,6446,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6447,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6448,Portland 5-1,"Brydon, Sarah M.","Viola, Lou A.","Goglin, Barbara E.","Haefele, Joshua W.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,6449,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6450,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6451,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6452,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6453,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,6454,Portland 5-1,"Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,6455,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6456,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6458,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6459,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6460,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6463,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6465,Portland 5-1,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6466,Portland 5-1,"Goglin, Barbara E.","Haefele, Joshua W.","Capone-Newton, Elizabeth","Viola, Lou A.","Brydon, Sarah M.",1,5
MUN Ballot Style 2,6467,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,6468,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6469,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6470,Portland 5-1,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6471,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6472,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6473,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6474,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6475,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6476,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6477,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6478,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6479,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6480,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6483,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6484,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6485,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6486,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6487,Portland 5-1,"Haefele, Joshua W.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6488,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,6489,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6490,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Haefele, Joshua W.",skipped,skipped,1,5
MUN Ballot Style 2,6491,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6492,Portland 5-1,"Haefele, Joshua W.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.","Viola, Lou A.",1,5
MUN Ballot Style 2,6493,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6494,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6495,Portland 5-1,"Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,1,5
MUN Ballot Style 2,6496,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6497,Portland 5-1,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6498,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6499,Portland 5-1,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.",skipped,skipped,1,5
MUN Ballot Style 2,6500,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6501,Portland 5-1,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6502,Portland 5-1,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6503,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6504,Portland 5-1,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6505,Portland 5-1,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6506,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6507,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,6508,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6509,Portland 5-1,"Goglin, Barbara E.","Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,6510,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6511,Portland 5-1,"Capone-Newton, Elizabeth","Haefele, Joshua W.","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,6512,Portland 5-1,"Goglin, Barbara E.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,6513,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6514,Portland 5-1,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6515,Portland 5-1,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,6517,Portland 5-1,"Haefele, Joshua W.","Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,6518,Portland 5-1,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
