"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","Num Cands","Num Seats"
"25","2","5","10","9","16","4","14","7","8","3","6","11","1","13","15","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","4","20","3","6","1","2","7","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","1","3","5","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","21","4","17","3","25","2","20","22","19","13","15","11","8","1","12","24","9","6","16","10","18","14","skipped","skipped","nan","nan"
"20","13","4","22","3","25","21","12","24","11","8","16","9","7","1","14","18","23","2","17","19","6","5","10","15","nan","nan"
"25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","12","15","22","1","23","8","17","25","18","19","21","10","11","5","16","2","9","7","6","4","20","3","14","24","nan","nan"
"25","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","9","1","21","7","14","23","12","13","3","4","22","8","18","11","20","15","5","6","19","16","10","2","17","skipped","nan","nan"
