ballotID,precinctPortion,ballot_type,countingGroup,votingLocation,district,districtType,precinct,rank1,rank2,rank3,Num cands,Num seats
00020_00958_000039,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00022_01229_000030,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00022_01229_000058,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00022_01229_000065,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00022_01229_000027,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00022_01229_000005,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00023_00760_000036,PCT 7946,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7946,HILLARY RONEN,skipped,skipped,2,1
00026_01002_000053,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00027_01151_000001,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00027_01152_000001,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00027_01152_000002,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00027_00100_000030,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00027_00100_000037,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00019_00749_000045,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00020_00959_000058,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00020_00959_000037,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00020_00959_000051,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00021_00905_000029,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00021_00905_000037,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00021_00905_000052,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00021_00905_000027,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00022_01230_000063,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00022_01230_000068,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00022_01230_000028,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00027_00101_000078,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00027_00101_000039,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00027_00101_000031,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00024_01005_000072,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00024_01005_000050,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00027_01153_000003,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00027_01154_000004,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00027_01154_000009,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00027_01154_000003,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00027_01154_000010,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00027_01155_000001,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00027_01155_000004,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00021_00134_000035,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00020_00960_000009,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00020_00960_000006,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00021_00906_000088,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00021_00906_000087,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00022_01231_000053,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00022_01231_000019,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00022_01231_000056,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00022_01231_000022,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00022_01231_000061,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00024_01006_000075,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00024_01006_000033,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00024_01006_000019,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00024_01006_000026,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00026_01004_000009,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00027_01156_000003,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00024_00100_000032,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00024_00100_000083,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00024_00100_000023,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00027_01159_000003,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00019_00056_000043,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00019_00056_000036,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00021_00907_000075,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00022_01232_000026,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00022_01233_000066,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00024_01007_000003,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00026_01005_000043,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00023_00050_000017,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00023_00050_000076,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00027_01163_000007,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00027_01163_000006,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00027_01164_000003,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00019_00751_000014,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00020_00961_000032,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00020_00961_000079,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00020_00961_000025,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00020_00961_000054,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00023_00764_000028,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00024_01008_000005,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00024_01008_000060,PCT 7909,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7909,HILLARY RONEN,skipped,skipped,2,1
00026_01007_000005,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00027_01168_000002,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00019_00753_000036,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00019_00753_000020,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00019_00753_000073,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00019_00753_000041,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00019_00754_000049,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00019_00754_000028,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00020_00962_000035,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00020_00962_000097,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00020_00962_000046,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00020_00962_000027,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00020_00963_000079,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00022_01236_000023,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00022_01236_000030,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00022_00163_000081,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00024_01009_000045,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00024_01009_000020,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00024_01010_000032,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00024_01010_000042,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00024_01010_000028,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00027_01169_000002,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00027_01169_000001,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00024_00101_000015,PCT 7946,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7946,HILLARY RONEN,skipped,skipped,2,1
00024_00101_000006,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00024_00101_000062,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00019_00755_000032,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00019_00755_000077,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00019_00755_000062,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00019_00755_000070,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00019_00756_000035,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00019_00756_000062,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00019_00756_000066,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00027_00103_000030,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00027_00103_000037,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00020_00964_000036,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00020_00964_000045,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00020_00964_000044,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00020_00965_000098,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00020_00965_000097,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00022_01237_000065,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00022_01238_000059,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00023_00766_000081,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00023_00766_000040,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00023_00766_000041,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00026_01010_000008,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00026_01010_000046,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00026_01010_000053,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00026_01010_000061,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00030_00093_000001,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00030_00093_000009,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00030_00093_000013,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00030_00093_000050,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00030_00093_000084,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00030_00093_000109,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00021_00135_000003,PCT 7949,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7949,HILLARY RONEN,skipped,skipped,2,1
00019_00757_000007,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00019_00757_000066,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00020_00966_000072,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00020_00966_000015,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00020_00966_000064,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00020_00966_000026,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00020_00966_000079,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00022_01240_000031,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00022_01240_000072,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00023_00767_000007,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00023_00767_000067,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00023_00768_000052,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00024_01012_000030,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00024_01012_000059,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00025_00004_000058,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00026_00114_000008,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00026_00114_000011,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00026_00114_000048,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00019_00758_000071,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00019_00758_000034,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00019_00758_000082,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00019_00758_000054,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00019_00758_000060,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00020_00967_000011,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00020_00968_000050,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00020_00968_000068,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00020_00968_000031,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00020_00968_000027,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00021_00911_000004,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00021_00911_000079,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00021_00911_000056,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00021_00911_000083,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00021_00911_000069,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00022_01243_000030,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00022_01243_000037,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00023_00769_000015,PCT 7949,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7949,HILLARY RONEN,skipped,skipped,2,1
00023_00769_000067,PCT 7909,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7909,HILLARY RONEN,skipped,skipped,2,1
